PING 192.168.1.3 (192.168.1.3) 56(84) bytes of data.
64 bytes from 192.168.1.3: icmp_req=361 ttl=64 time=3.42 ms
64 bytes from 192.168.1.3: icmp_req=362 ttl=64 time=3.49 ms
64 bytes from 192.168.1.3: icmp_req=363 ttl=64 time=3.48 ms
64 bytes from 192.168.1.3: icmp_req=364 ttl=64 time=3.51 ms
64 bytes from 192.168.1.3: icmp_req=365 ttl=64 time=3.46 ms
64 bytes from 192.168.1.3: icmp_req=366 ttl=64 time=3.62 ms
64 bytes from 192.168.1.3: icmp_req=367 ttl=64 time=5.80 ms
64 bytes from 192.168.1.3: icmp_req=368 ttl=64 time=5.77 ms
64 bytes from 192.168.1.3: icmp_req=369 ttl=64 time=5.72 ms
64 bytes from 192.168.1.3: icmp_req=370 ttl=64 time=4.53 ms
64 bytes from 192.168.1.3: icmp_req=371 ttl=64 time=13.6 ms
64 bytes from 192.168.1.3: icmp_req=372 ttl=64 time=9.22 ms
64 bytes from 192.168.1.3: icmp_req=373 ttl=64 time=11.4 ms
64 bytes from 192.168.1.3: icmp_req=374 ttl=64 time=25.6 ms
64 bytes from 192.168.1.3: icmp_req=375 ttl=64 time=3.45 ms
64 bytes from 192.168.1.3: icmp_req=376 ttl=64 time=5.71 ms
64 bytes from 192.168.1.3: icmp_req=377 ttl=64 time=10.2 ms
64 bytes from 192.168.1.3: icmp_req=378 ttl=64 time=9.21 ms
64 bytes from 192.168.1.3: icmp_req=379 ttl=64 time=7.00 ms
64 bytes from 192.168.1.3: icmp_req=380 ttl=64 time=3.48 ms
64 bytes from 192.168.1.3: icmp_req=381 ttl=64 time=5.79 ms
64 bytes from 192.168.1.3: icmp_req=382 ttl=64 time=9.43 ms
64 bytes from 192.168.1.3: icmp_req=383 ttl=64 time=4.74 ms
64 bytes from 192.168.1.3: icmp_req=384 ttl=64 time=3.46 ms
64 bytes from 192.168.1.3: icmp_req=385 ttl=64 time=6.88 ms
64 bytes from 192.168.1.3: icmp_req=386 ttl=64 time=15.9 ms
64 bytes from 192.168.1.3: icmp_req=387 ttl=64 time=4.72 ms
64 bytes from 192.168.1.3: icmp_req=388 ttl=64 time=4.61 ms
64 bytes from 192.168.1.3: icmp_req=389 ttl=64 time=3.54 ms
64 bytes from 192.168.1.3: icmp_req=390 ttl=64 time=3.48 ms
64 bytes from 192.168.1.3: icmp_req=391 ttl=64 time=3.45 ms
64 bytes from 192.168.1.3: icmp_req=392 ttl=64 time=5.75 ms
64 bytes from 192.168.1.3: icmp_req=393 ttl=64 time=8.02 ms
64 bytes from 192.168.1.3: icmp_req=394 ttl=64 time=3.54 ms
64 bytes from 192.168.1.3: icmp_req=395 ttl=64 time=3.42 ms
64 bytes from 192.168.1.3: icmp_req=396 ttl=64 time=5.79 ms
64 bytes from 192.168.1.3: icmp_req=397 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=398 ttl=64 time=4.63 ms
64 bytes from 192.168.1.3: icmp_req=399 ttl=64 time=3.44 ms
64 bytes from 192.168.1.3: icmp_req=400 ttl=64 time=4.59 ms
64 bytes from 192.168.1.3: icmp_req=401 ttl=64 time=3.43 ms
64 bytes from 192.168.1.3: icmp_req=402 ttl=64 time=4.85 ms
64 bytes from 192.168.1.3: icmp_req=403 ttl=64 time=3.57 ms
64 bytes from 192.168.1.3: icmp_req=404 ttl=64 time=3.51 ms
64 bytes from 192.168.1.3: icmp_req=405 ttl=64 time=4.60 ms
64 bytes from 192.168.1.3: icmp_req=406 ttl=64 time=3.46 ms
64 bytes from 192.168.1.3: icmp_req=407 ttl=64 time=3.65 ms
64 bytes from 192.168.1.3: icmp_req=408 ttl=64 time=3.60 ms
64 bytes from 192.168.1.3: icmp_req=409 ttl=64 time=4.69 ms
64 bytes from 192.168.1.3: icmp_req=410 ttl=64 time=3.40 ms
64 bytes from 192.168.1.3: icmp_req=411 ttl=64 time=4.69 ms
64 bytes from 192.168.1.3: icmp_req=412 ttl=64 time=5.74 ms
64 bytes from 192.168.1.3: icmp_req=413 ttl=64 time=5.72 ms
64 bytes from 192.168.1.3: icmp_req=414 ttl=64 time=4.67 ms
64 bytes from 192.168.1.3: icmp_req=415 ttl=64 time=3.43 ms
64 bytes from 192.168.1.3: icmp_req=416 ttl=64 time=3.58 ms
64 bytes from 192.168.1.3: icmp_req=417 ttl=64 time=3.63 ms
64 bytes from 192.168.1.3: icmp_req=418 ttl=64 time=3.50 ms
64 bytes from 192.168.1.3: icmp_req=419 ttl=64 time=3.53 ms
64 bytes from 192.168.1.3: icmp_req=420 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=421 ttl=64 time=3.46 ms
64 bytes from 192.168.1.3: icmp_req=422 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=423 ttl=64 time=3.51 ms
64 bytes from 192.168.1.3: icmp_req=424 ttl=64 time=3.54 ms
64 bytes from 192.168.1.3: icmp_req=425 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=426 ttl=64 time=4.70 ms
64 bytes from 192.168.1.3: icmp_req=427 ttl=64 time=3.55 ms
64 bytes from 192.168.1.3: icmp_req=428 ttl=64 time=17.1 ms
64 bytes from 192.168.1.3: icmp_req=429 ttl=64 time=12.9 ms
64 bytes from 192.168.1.3: icmp_req=430 ttl=64 time=6.86 ms
64 bytes from 192.168.1.3: icmp_req=431 ttl=64 time=5.74 ms
64 bytes from 192.168.1.3: icmp_req=432 ttl=64 time=5.91 ms
64 bytes from 192.168.1.3: icmp_req=433 ttl=64 time=4.65 ms
64 bytes from 192.168.1.3: icmp_req=434 ttl=64 time=3.52 ms
64 bytes from 192.168.1.3: icmp_req=435 ttl=64 time=3.52 ms
64 bytes from 192.168.1.3: icmp_req=436 ttl=64 time=6.71 ms
64 bytes from 192.168.1.3: icmp_req=437 ttl=64 time=11.0 ms
64 bytes from 192.168.1.3: icmp_req=438 ttl=64 time=5.61 ms
64 bytes from 192.168.1.3: icmp_req=439 ttl=64 time=7.90 ms
64 bytes from 192.168.1.3: icmp_req=440 ttl=64 time=7.75 ms
64 bytes from 192.168.1.3: icmp_req=441 ttl=64 time=6.76 ms
64 bytes from 192.168.1.3: icmp_req=442 ttl=64 time=3.42 ms
64 bytes from 192.168.1.3: icmp_req=443 ttl=64 time=3.49 ms
64 bytes from 192.168.1.3: icmp_req=444 ttl=64 time=3.45 ms
64 bytes from 192.168.1.3: icmp_req=445 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=446 ttl=64 time=3.54 ms
64 bytes from 192.168.1.3: icmp_req=447 ttl=64 time=6.85 ms
64 bytes from 192.168.1.3: icmp_req=448 ttl=64 time=3.48 ms
64 bytes from 192.168.1.3: icmp_req=449 ttl=64 time=4.61 ms
64 bytes from 192.168.1.3: icmp_req=450 ttl=64 time=7.95 ms
64 bytes from 192.168.1.3: icmp_req=451 ttl=64 time=4.54 ms
64 bytes from 192.168.1.3: icmp_req=452 ttl=64 time=4.00 ms
64 bytes from 192.168.1.3: icmp_req=453 ttl=64 time=3.52 ms
64 bytes from 192.168.1.3: icmp_req=454 ttl=64 time=4.11 ms
64 bytes from 192.168.1.3: icmp_req=455 ttl=64 time=4.54 ms
64 bytes from 192.168.1.3: icmp_req=456 ttl=64 time=3.56 ms
64 bytes from 192.168.1.3: icmp_req=457 ttl=64 time=3.70 ms
64 bytes from 192.168.1.3: icmp_req=458 ttl=64 time=3.55 ms
64 bytes from 192.168.1.3: icmp_req=459 ttl=64 time=3.45 ms
64 bytes from 192.168.1.3: icmp_req=460 ttl=64 time=8.70 ms
64 bytes from 192.168.1.3: icmp_req=461 ttl=64 time=5.68 ms
64 bytes from 192.168.1.3: icmp_req=462 ttl=64 time=5.78 ms
64 bytes from 192.168.1.3: icmp_req=463 ttl=64 time=10.0 ms
64 bytes from 192.168.1.3: icmp_req=464 ttl=64 time=3.50 ms
64 bytes from 192.168.1.3: icmp_req=465 ttl=64 time=67.9 ms
64 bytes from 192.168.1.3: icmp_req=466 ttl=64 time=18.6 ms
64 bytes from 192.168.1.3: icmp_req=467 ttl=64 time=3.52 ms
64 bytes from 192.168.1.3: icmp_req=468 ttl=64 time=6.73 ms
64 bytes from 192.168.1.3: icmp_req=469 ttl=64 time=5.80 ms
64 bytes from 192.168.1.3: icmp_req=470 ttl=64 time=25.8 ms
64 bytes from 192.168.1.3: icmp_req=471 ttl=64 time=4.64 ms
64 bytes from 192.168.1.3: icmp_req=472 ttl=64 time=4.67 ms
64 bytes from 192.168.1.3: icmp_req=473 ttl=64 time=4.58 ms
64 bytes from 192.168.1.3: icmp_req=474 ttl=64 time=3.49 ms
64 bytes from 192.168.1.3: icmp_req=475 ttl=64 time=6.84 ms
64 bytes from 192.168.1.3: icmp_req=476 ttl=64 time=11.4 ms
64 bytes from 192.168.1.3: icmp_req=477 ttl=64 time=11.3 ms
64 bytes from 192.168.1.3: icmp_req=478 ttl=64 time=26.3 ms
64 bytes from 192.168.1.3: icmp_req=479 ttl=64 time=12.5 ms
64 bytes from 192.168.1.3: icmp_req=480 ttl=64 time=9.09 ms
64 bytes from 192.168.1.3: icmp_req=481 ttl=64 time=7.03 ms
64 bytes from 192.168.1.3: icmp_req=482 ttl=64 time=8.20 ms
64 bytes from 192.168.1.3: icmp_req=483 ttl=64 time=6.88 ms
64 bytes from 192.168.1.3: icmp_req=484 ttl=64 time=7.00 ms
64 bytes from 192.168.1.3: icmp_req=485 ttl=64 time=4.64 ms
64 bytes from 192.168.1.3: icmp_req=486 ttl=64 time=4.80 ms
64 bytes from 192.168.1.3: icmp_req=487 ttl=64 time=4.65 ms
64 bytes from 192.168.1.3: icmp_req=488 ttl=64 time=3.47 ms
64 bytes from 192.168.1.3: icmp_req=489 ttl=64 time=3.45 ms
64 bytes from 192.168.1.3: icmp_req=490 ttl=64 time=9.17 ms
64 bytes from 192.168.1.3: icmp_req=491 ttl=64 time=10.3 ms
64 bytes from 192.168.1.3: icmp_req=492 ttl=64 time=11.5 ms
64 bytes from 192.168.1.3: icmp_req=493 ttl=64 time=8.02 ms
64 bytes from 192.168.1.3: icmp_req=494 ttl=64 time=4.68 ms
64 bytes from 192.168.1.3: icmp_req=495 ttl=64 time=5.81 ms
64 bytes from 192.168.1.3: icmp_req=496 ttl=64 time=10.3 ms
64 bytes from 192.168.1.3: icmp_req=497 ttl=64 time=5.73 ms
64 bytes from 192.168.1.3: icmp_req=498 ttl=64 time=3.53 ms
64 bytes from 192.168.1.3: icmp_req=499 ttl=64 time=4.69 ms
64 bytes from 192.168.1.3: icmp_req=500 ttl=64 time=4.69 ms
64 bytes from 192.168.1.3: icmp_req=501 ttl=64 time=3.55 ms
64 bytes from 192.168.1.3: icmp_req=502 ttl=64 time=3.54 ms
64 bytes from 192.168.1.3: icmp_req=503 ttl=64 time=4.64 ms
64 bytes from 192.168.1.3: icmp_req=504 ttl=64 time=10.4 ms
64 bytes from 192.168.1.3: icmp_req=505 ttl=64 time=9.26 ms
64 bytes from 192.168.1.3: icmp_req=506 ttl=64 time=9.75 ms
64 bytes from 192.168.1.3: icmp_req=507 ttl=64 time=7.66 ms
64 bytes from 192.168.1.3: icmp_req=508 ttl=64 time=5.93 ms
64 bytes from 192.168.1.3: icmp_req=509 ttl=64 time=5.80 ms
64 bytes from 192.168.1.3: icmp_req=510 ttl=64 time=6.92 ms
64 bytes from 192.168.1.3: icmp_req=511 ttl=64 time=4.65 ms
64 bytes from 192.168.1.3: icmp_req=512 ttl=64 time=6.92 ms
64 bytes from 192.168.1.3: icmp_req=513 ttl=64 time=15.9 ms
64 bytes from 192.168.1.3: icmp_req=514 ttl=64 time=4.80 ms
64 bytes from 192.168.1.3: icmp_req=515 ttl=64 time=3.52 ms

--- 192.168.1.3 ping statistics ---
548 packets transmitted, 515 received, 6% packet loss, time 109893ms
rtt min/avg/max/mdev = 3.401/5.161/73.514/5.496 ms
